Order No,Time from Pickup to Arrival
Order_No_12253,1322.13
Order_No_12165,1011.96
Order_No_13898,1172.41
Order_No_11610,1738.78
Order_No_24236,1531.6
Order_No_25686,911.75
Order_No_14275,1263.26
Order_No_13650,1068.95
Order_No_13988,683.52
Order_No_19222,1264.96
Order_No_8101,1644.07
Order_No_16333,2174.48
Order_No_20627,1494.79
Order_No_12632,2145.02
Order_No_21619,1997.33
Order_No_3357,1376.41
Order_No_12786,1569.84
Order_No_8308,1099.49
Order_No_22219,1289.46
Order_No_425,186.06
Order_No_26354,1232.99
Order_No_896,1147.63
Order_No_11186,929.97
Order_No_14327,1763.67
Order_No_437,1316.4
Order_No_1589,1551.43
Order_No_2123,1526.88
Order_No_19098,1968.67
Order_No_23303,1375.46
Order_No_27684,991.73
Order_No_14934,1371.26
Order_No_8441,2218.91
Order_No_21179,792.39
Order_No_8065,1299.84
Order_No_468,1531.29
Order_No_5643,2432.6
Order_No_6875,1124.64
Order_No_7690,727.76
Order_No_15253,1576.91
Order_No_26158,1177.02
Order_No_7184,1660.21
Order_No_7739,1475.92
Order_No_18512,1379.56
Order_No_4411,1362.98
Order_No_11947,1557.44
Order_No_1417,829.12
Order_No_17665,2214.19
Order_No_19285,1241.25
Order_No_26308,1238.53
Order_No_3346,2539.24
Order_No_4984,1816.18
Order_No_3973,1685.6
Order_No_14674,1629.19
Order_No_2824,1550.27
Order_No_12313,1458.43
Order_No_18473,1110.86
Order_No_25161,1772.92
Order_No_2575,2713.81
Order_No_16388,1096.15
Order_No_22068,1660.33
Order_No_9208,1452.82
Order_No_22990,2413.83
Order_No_27988,2202.3
Order_No_19215,1169.31
Order_No_23724,1881.84
Order_No_23391,1835.15
Order_No_19100,2698.97
Order_No_24122,2112.62
Order_No_25785,1334.46
Order_No_1863,2021.55
Order_No_26690,3443.94
Order_No_3189,2133.56
Order_No_13585,1192.26
Order_No_27736,1260.43
Order_No_20985,1284.95
Order_No_14650,1007.25
Order_No_21115,718.96
Order_No_27557,2270.51
Order_No_21906,1459.09
Order_No_22384,1861.22
Order_No_21003,1504.0
Order_No_14464,1075.91
Order_No_23829,1843.31
Order_No_20218,1400.51
Order_No_21009,2720.94
Order_No_12703,1454.25
Order_No_11229,1907.42
Order_No_13987,895.83
Order_No_9712,1231.66
Order_No_15445,1713.42
Order_No_9357,2883.04
Order_No_6641,1182.51
Order_No_9329,1075.96
Order_No_24367,1906.04
Order_No_15988,3660.89
Order_No_21290,676.81
Order_No_7323,1289.3
Order_No_2471,1982.18
Order_No_5882,791.64
Order_No_10957,987.1
Order_No_17248,2103.07
Order_No_4755,1259.02
Order_No_19623,1556.57
Order_No_9938,1010.45
Order_No_26495,1674.34
Order_No_20975,1147.4
Order_No_14295,1179.85
Order_No_20580,1218.35
Order_No_22794,1013.17
Order_No_18333,1010.93
Order_No_17846,3461.63
Order_No_16257,1272.71
Order_No_1443,1298.35
Order_No_11399,2452.63
Order_No_9556,2344.18
Order_No_12193,2125.28
Order_No_19480,2270.55
Order_No_4977,1512.13
Order_No_14586,1267.16
Order_No_2467,1581.9
Order_No_20524,1168.9
Order_No_21678,758.54
Order_No_9087,1923.82
Order_No_296,1101.64
Order_No_2921,829.77
Order_No_8321,1094.8
Order_No_15014,1143.3
Order_No_25269,1524.4
Order_No_23934,1863.13
Order_No_22632,1763.78
Order_No_11188,2728.24
Order_No_16625,1257.56
Order_No_18759,2185.91
Order_No_11601,2362.26
Order_No_5374,2411.12
Order_No_23793,943.47
Order_No_3220,2788.15
Order_No_13735,1048.46
Order_No_20650,1354.03
Order_No_11935,2182.25
Order_No_18160,2199.28
Order_No_28005,1663.75
Order_No_17016,1244.0
Order_No_1366,1873.32
Order_No_14378,905.38
Order_No_22021,1755.55
Order_No_18105,1756.39
Order_No_15108,1178.64
Order_No_21570,2323.39
Order_No_8701,1415.21
Order_No_14006,1191.4
Order_No_9266,2083.71
Order_No_9731,1561.24
Order_No_1450,888.45
Order_No_15899,1069.89
Order_No_13058,2047.91
Order_No_49,1836.88
Order_No_24843,1258.9
Order_No_10691,1720.43
Order_No_24401,2931.58
Order_No_9570,1133.15
Order_No_4511,1350.31
Order_No_15911,2032.56
Order_No_17096,1679.82
Order_No_13729,2081.84
Order_No_22076,1270.24
Order_No_13489,1209.62
Order_No_15868,1405.79
Order_No_21770,1120.68
Order_No_12416,1818.3
Order_No_9183,1540.73
Order_No_2002,1772.71
Order_No_27547,1485.84
Order_No_24709,1369.51
Order_No_10104,1875.41
Order_No_6973,1041.21
Order_No_12058,1606.86
Order_No_19895,1262.82
Order_No_24466,1114.86
Order_No_18247,1582.84
Order_No_26025,1591.72
Order_No_24171,1257.12
Order_No_3264,3065.43
Order_No_19825,1187.98
Order_No_5111,1292.72
Order_No_5595,1754.5
Order_No_24374,1687.59
Order_No_11745,2039.61
Order_No_5678,3001.37
Order_No_12683,1657.24
Order_No_19910,1919.38
Order_No_15837,1801.52
Order_No_17893,2424.13
Order_No_20919,1496.31
Order_No_15411,1287.59
Order_No_2192,1020.64
Order_No_15246,778.74
Order_No_25189,2022.14
Order_No_20372,2586.15
Order_No_25134,470.73
Order_No_19460,1549.13
Order_No_15260,2059.93
Order_No_13191,2115.49
Order_No_9671,754.32
Order_No_5803,1565.35
Order_No_26244,899.56
Order_No_16887,1087.79
Order_No_25769,2083.84
Order_No_21533,2261.9
Order_No_7294,1375.64
Order_No_2241,844.99
Order_No_19883,1042.89
Order_No_9893,1135.42
Order_No_12495,1978.22
Order_No_9828,1666.46
Order_No_26757,1455.32
Order_No_1295,1640.46
Order_No_7930,1781.84
Order_No_4241,855.99
Order_No_19099,1513.7
Order_No_22896,1463.77
Order_No_14764,1839.74
Order_No_16910,848.52
Order_No_13303,880.87
Order_No_838,1279.6
Order_No_2355,1535.37
Order_No_11381,2660.39
Order_No_1594,1887.46
Order_No_9471,1430.78
Order_No_16504,2164.87
Order_No_16163,1422.26
Order_No_18539,1898.79
Order_No_6286,1869.85
Order_No_6122,1374.16
Order_No_20015,1314.51
Order_No_6667,2413.11
Order_No_17865,1502.42
Order_No_18818,1902.47
Order_No_27112,948.38
Order_No_26169,1055.19
Order_No_9614,2040.05
Order_No_14010,804.34
Order_No_3206,2554.89
Order_No_1843,1003.59
Order_No_2265,1084.51
Order_No_18179,1570.52
Order_No_24589,1453.49
Order_No_21840,1217.78
Order_No_13179,979.06
Order_No_8793,1282.59
Order_No_23698,1642.13
Order_No_11305,1541.77
Order_No_22266,1144.05
Order_No_3386,2023.94
Order_No_21656,1212.81
Order_No_24447,1401.5
Order_No_14736,2168.49
Order_No_2769,1695.65
Order_No_26286,2622.08
Order_No_23425,1070.45
Order_No_2307,1042.67
Order_No_15847,1900.3
Order_No_341,1707.57
Order_No_20121,1057.96
Order_No_23115,1939.97
Order_No_1019,2438.2
Order_No_9797,1776.57
Order_No_23687,1872.09
Order_No_7898,1681.27
Order_No_27930,1984.94
Order_No_22101,1620.82
Order_No_7143,1914.52
Order_No_25550,1974.38
Order_No_2430,1448.43
Order_No_9259,1427.71
Order_No_25775,797.78
Order_No_27000,2533.17
Order_No_3562,1294.34
Order_No_3834,2257.05
Order_No_28050,889.43
Order_No_4564,1271.26
Order_No_18590,1568.08
Order_No_12094,1972.11
Order_No_22260,1491.49
Order_No_1152,984.2
Order_No_22288,1646.88
Order_No_22638,1448.77
Order_No_16583,1881.34
Order_No_3876,2967.18
Order_No_14541,1809.22
Order_No_23704,2656.21
Order_No_27696,1428.97
Order_No_4087,2461.65
Order_No_13266,1996.03
Order_No_22646,2421.56
Order_No_11943,2317.63
Order_No_6739,1273.03
Order_No_2336,1378.46
Order_No_17722,914.72
Order_No_7499,1112.97
Order_No_20228,1711.27
Order_No_7655,1758.15
Order_No_21241,1349.95
Order_No_19340,1092.94
Order_No_24601,1120.43
Order_No_8349,1212.02
Order_No_11639,1490.19
Order_No_15751,1698.51
Order_No_19087,1108.08
Order_No_15822,841.44
Order_No_21382,1665.01
Order_No_18697,2577.12
Order_No_16484,1408.8
Order_No_19889,1577.79
Order_No_15114,1735.89
Order_No_13952,1312.01
Order_No_9615,1315.04
Order_No_16596,2903.87
Order_No_9572,2758.33
Order_No_18077,1491.86
Order_No_27741,875.47
Order_No_25342,2376.2
Order_No_26752,757.69
Order_No_14659,835.56
Order_No_27204,986.8
Order_No_27632,1909.33
Order_No_21355,946.16
Order_No_26489,2263.46
Order_No_14032,833.16
Order_No_26949,2258.03
Order_No_3013,885.98
Order_No_12648,1550.58
Order_No_2952,1491.42
Order_No_16664,1197.15
Order_No_27657,1195.5
Order_No_10839,1472.09
Order_No_6320,2144.23
Order_No_11605,550.46
Order_No_15775,1697.58
Order_No_5252,1044.7
Order_No_19011,1896.5
Order_No_10683,1089.62
Order_No_15767,1425.73
Order_No_10125,1150.54
Order_No_1780,2556.06
Order_No_1395,1395.03
Order_No_3415,2065.98
Order_No_5263,926.23
Order_No_6191,2783.91
Order_No_6537,919.35
Order_No_18416,1493.87
Order_No_28250,1344.79
Order_No_20308,1411.25
Order_No_4365,1477.03
Order_No_17564,855.38
Order_No_16245,1500.3
Order_No_28161,857.19
Order_No_17127,781.94
Order_No_8465,1888.92
Order_No_8855,1304.08
Order_No_3197,2136.09
Order_No_10926,1076.15
Order_No_19899,1589.1
Order_No_14875,1556.82
Order_No_24283,1288.84
Order_No_12504,2285.68
Order_No_6490,1533.71
Order_No_23124,1057.02
Order_No_24948,2283.97
Order_No_557,1548.38
Order_No_4008,3361.43
Order_No_26050,1872.89
Order_No_18010,1580.32
Order_No_22588,1156.83
Order_No_13686,2456.49
Order_No_15863,805.86
Order_No_23841,844.17
Order_No_24356,1300.91
Order_No_17892,3744.47
Order_No_5074,2353.69
Order_No_4254,2025.91
Order_No_27863,384.27
Order_No_23195,2430.76
Order_No_19275,1227.52
Order_No_8677,1588.53
Order_No_11312,1180.97
Order_No_3768,928.61
Order_No_4518,1275.91
Order_No_8788,1356.23
Order_No_6651,1209.62
Order_No_10199,1294.37
Order_No_12643,2843.62
Order_No_11349,1302.55
Order_No_7475,1024.77
Order_No_21786,1575.83
Order_No_22526,1378.99
Order_No_5858,1233.21
Order_No_21843,1162.72
Order_No_19003,1231.39
Order_No_11428,2625.43
Order_No_9790,1500.23
Order_No_5958,1235.59
Order_No_1584,2311.02
Order_No_87,842.99
Order_No_17640,890.18
Order_No_13646,1677.03
Order_No_23963,719.95
Order_No_15060,1118.65
Order_No_3406,957.88
Order_No_27259,2162.76
Order_No_15897,822.83
Order_No_14016,1485.68
Order_No_8539,2573.04
Order_No_9036,2129.75
Order_No_13316,1395.12
Order_No_26379,1297.82
Order_No_24334,1487.48
Order_No_9210,1129.98
Order_No_9930,1762.47
Order_No_7220,1632.63
Order_No_5576,1146.46
Order_No_39,1707.37
Order_No_6465,747.87
Order_No_6429,1057.47
Order_No_19439,1265.57
Order_No_7683,1382.29
Order_No_5723,946.83
Order_No_1536,681.04
Order_No_5526,2032.27
Order_No_4095,901.95
Order_No_6575,1453.65
Order_No_20185,993.71
Order_No_7939,973.49
Order_No_19197,1033.08
Order_No_24755,1504.34
Order_No_8648,1321.7
Order_No_12190,2536.45
Order_No_13630,1306.57
Order_No_12549,1362.3
Order_No_19540,925.02
Order_No_25376,1501.78
Order_No_19723,1102.49
Order_No_15760,2176.05
Order_No_2792,835.62
Order_No_16686,718.57
Order_No_16251,1544.37
Order_No_10240,1520.62
Order_No_14598,1493.46
Order_No_27411,1325.53
Order_No_10243,1374.75
Order_No_769,615.87
Order_No_923,1279.86
Order_No_7565,903.09
Order_No_4850,1319.29
Order_No_5438,1293.47
Order_No_15858,2146.64
Order_No_27699,1581.53
Order_No_21586,3396.54
Order_No_20598,1803.8
Order_No_677,1097.58
Order_No_14213,1463.86
Order_No_11397,1081.66
Order_No_13490,1827.21
Order_No_26563,1389.86
Order_No_28091,1001.26
Order_No_282,1850.29
Order_No_13240,1967.55
Order_No_11454,1690.73
Order_No_18973,1616.44
Order_No_14912,1487.35
Order_No_8624,271.44
Order_No_26874,1722.04
Order_No_21486,1694.77
Order_No_6578,1352.04
Order_No_9873,1222.24
Order_No_13274,1950.67
Order_No_20741,1797.79
Order_No_20255,1333.37
Order_No_12310,1705.44
Order_No_5117,798.83
Order_No_18893,2238.48
Order_No_786,1387.68
Order_No_5745,2263.81
Order_No_5518,1778.79
Order_No_25758,1014.24
Order_No_15450,2208.65
Order_No_16462,1328.87
Order_No_23107,1336.73
Order_No_23679,1080.92
Order_No_13926,1941.96
Order_No_21677,1370.24
Order_No_3949,2166.71
Order_No_10169,1662.56
Order_No_5897,1941.69
Order_No_22325,1694.4
Order_No_11296,895.81
Order_No_16112,1381.74
Order_No_20966,1113.08
Order_No_15758,1036.19
Order_No_5343,1740.2
Order_No_20993,1756.99
Order_No_25191,1056.57
Order_No_9145,713.41
Order_No_24603,1767.23
Order_No_15630,921.28
Order_No_12216,1608.36
Order_No_12712,1781.17
Order_No_21576,1891.22
Order_No_23822,1404.28
Order_No_10675,988.54
Order_No_1294,2223.17
Order_No_14310,2115.21
Order_No_4032,1646.83
Order_No_7107,2652.21
Order_No_15309,1277.12
Order_No_24187,2107.22
Order_No_22812,1293.47
Order_No_605,1621.38
Order_No_4198,1744.88
Order_No_17273,3612.71
Order_No_27576,1884.47
Order_No_20612,1973.2
Order_No_17320,669.22
Order_No_23334,1850.2
Order_No_11611,1768.01
Order_No_4443,1353.31
Order_No_4514,602.59
Order_No_19828,3671.92
Order_No_6459,2476.72
Order_No_18483,2051.3
Order_No_4504,1636.65
Order_No_7814,2558.27
Order_No_14554,1439.07
Order_No_7916,1374.04
Order_No_22231,646.3
Order_No_23538,2003.87
Order_No_13962,831.68
Order_No_19650,1169.99
Order_No_26678,2448.2
Order_No_24273,2826.65
Order_No_4880,1511.37
Order_No_7791,1960.06
Order_No_15866,1254.5
Order_No_2059,1973.68
Order_No_5899,2044.27
Order_No_14636,1645.9
Order_No_7286,1334.02
Order_No_8398,1570.41
Order_No_10001,1083.45
Order_No_1324,1265.01
Order_No_6596,2067.65
Order_No_16904,1462.72
Order_No_5195,1360.6
Order_No_18430,2123.64
Order_No_5755,1606.88
Order_No_22502,906.39
Order_No_19956,2066.44
Order_No_9812,915.19
Order_No_21781,980.25
Order_No_19719,816.46
Order_No_1220,1328.92
Order_No_7770,1550.54
Order_No_20358,2674.68
Order_No_16267,983.12
Order_No_15725,1001.68
Order_No_14641,1898.08
Order_No_17654,860.93
Order_No_3571,1362.64
Order_No_16851,731.7
Order_No_22252,1028.77
Order_No_12892,827.14
Order_No_9029,1464.93
Order_No_23373,949.96
Order_No_21832,2135.09
Order_No_14121,1232.74
Order_No_6610,1218.54
Order_No_25857,1847.67
Order_No_3061,661.4
Order_No_27749,1266.22
Order_No_18092,1449.63
Order_No_25715,1562.34
Order_No_10350,1733.36
Order_No_8229,2428.87
Order_No_27857,1129.87
Order_No_21721,2392.8
Order_No_24121,1969.35
Order_No_20879,1266.41
Order_No_17356,1095.16
Order_No_13869,739.34
Order_No_17421,1903.94
Order_No_19906,1442.13
Order_No_12999,767.4
Order_No_14200,1360.73
Order_No_18895,1760.78
Order_No_14186,1192.16
Order_No_16825,1274.8
Order_No_19578,875.86
Order_No_22169,2561.86
Order_No_8928,2357.59
Order_No_22970,1358.72
Order_No_5504,3488.12
Order_No_19277,1516.99
Order_No_15396,1550.03
Order_No_18969,1940.98
Order_No_3980,1380.05
Order_No_17306,1308.98
Order_No_25747,1324.19
Order_No_2749,1048.05
Order_No_2453,1210.16
Order_No_8431,974.56
Order_No_24710,1567.7
Order_No_1013,1768.86
Order_No_25574,1771.91
Order_No_984,2149.57
Order_No_18289,2022.38
Order_No_12289,2345.03
Order_No_9789,1770.68
Order_No_22418,2282.18
Order_No_20762,1687.86
Order_No_8354,1192.62
Order_No_12910,1143.55
Order_No_21283,1035.34
Order_No_21032,2128.17
Order_No_10111,634.17
Order_No_16188,1529.96
Order_No_26761,1204.13
Order_No_25610,810.72
Order_No_20686,614.89
Order_No_22107,1339.38
Order_No_7580,2092.87
Order_No_16847,1519.29
Order_No_1449,1947.27
Order_No_10022,1322.87
Order_No_8689,985.42
Order_No_15490,1197.91
Order_No_20643,768.41
Order_No_23287,2316.69
Order_No_25576,834.34
Order_No_24590,1384.66
Order_No_2263,2130.34
Order_No_19336,2050.77
Order_No_18882,2071.18
Order_No_27766,2651.27
Order_No_7801,1509.73
Order_No_19428,1577.01
Order_No_23924,1312.22
Order_No_15375,4153.41
Order_No_17196,1162.89
Order_No_19442,1016.43
Order_No_8680,1707.69
Order_No_9759,939.17
Order_No_16868,1572.57
Order_No_11783,1925.04
Order_No_5970,1523.98
Order_No_7186,1289.63
Order_No_9644,2505.91
Order_No_27646,1036.97
Order_No_23592,1133.48
Order_No_3984,1244.31
Order_No_27071,1606.26
Order_No_5488,1834.38
Order_No_25210,893.42
Order_No_23985,1715.23
Order_No_18009,1123.29
Order_No_25282,947.25
Order_No_2029,2495.13
Order_No_17703,1055.51
Order_No_22539,1142.82
Order_No_16883,3111.21
Order_No_17083,2297.13
Order_No_10193,807.4
Order_No_25629,2727.12
Order_No_784,816.85
Order_No_13429,1312.4
Order_No_3427,1433.79
Order_No_21473,1509.28
Order_No_1162,1911.72
Order_No_604,1656.09
Order_No_11781,1511.44
Order_No_14298,1364.85
Order_No_9695,1364.33
Order_No_6582,1406.73
Order_No_25726,1167.04
Order_No_11901,1358.04
Order_No_27638,1328.25
Order_No_3773,1770.59
Order_No_16833,1255.64
Order_No_15992,769.06
Order_No_25710,1228.59
Order_No_27634,1940.24
Order_No_1867,1647.83
Order_No_11273,1367.78
Order_No_25598,1509.58
Order_No_10946,2189.56
Order_No_804,1462.43
Order_No_23033,1478.26
Order_No_8896,1028.3
Order_No_4580,1993.17
Order_No_127,2146.68
Order_No_13178,1966.92
Order_No_15234,1287.69
Order_No_8813,911.7
Order_No_20137,925.44
Order_No_6985,1611.56
Order_No_12502,1754.3
Order_No_319,2000.92
Order_No_28068,2305.14
Order_No_12463,1417.48
Order_No_19344,1462.74
Order_No_19624,2443.08
Order_No_23577,1069.25
Order_No_21017,2058.44
Order_No_11014,1440.01
Order_No_26841,1178.73
Order_No_18107,1140.82
Order_No_9527,987.81
Order_No_15093,2023.9
Order_No_24254,1204.15
Order_No_1434,1290.21
Order_No_7131,2269.39
Order_No_5297,847.03
Order_No_13640,1599.58
Order_No_11893,2428.63
Order_No_22940,1209.38
Order_No_26272,1314.86
Order_No_9408,1235.65
Order_No_15094,1606.7
Order_No_9956,2810.57
Order_No_21383,1405.81
Order_No_19182,1729.28
Order_No_16683,2763.77
Order_No_16381,1256.01
Order_No_16445,2393.52
Order_No_6257,1256.22
Order_No_23651,1284.66
Order_No_13317,1532.73
Order_No_20291,1408.16
Order_No_22958,1235.58
Order_No_14227,1848.54
Order_No_11052,2596.77
Order_No_4685,1121.8
Order_No_7783,1873.53
Order_No_14157,2696.75
Order_No_21015,1194.56
Order_No_2556,1017.32
Order_No_14255,1466.29
Order_No_22151,2582.89
Order_No_10327,1849.68
Order_No_10546,836.99
Order_No_24729,2288.81
Order_No_9010,1021.75
Order_No_1964,1430.07
Order_No_24782,1341.75
Order_No_2574,1832.33
Order_No_21982,1098.25
Order_No_2550,3654.14
Order_No_17017,2190.57
Order_No_15755,1058.38
Order_No_19444,1015.76
Order_No_3554,1923.58
Order_No_3943,823.32
Order_No_26262,1158.13
Order_No_25343,2019.1
Order_No_8346,838.54
Order_No_7348,1439.55
Order_No_16703,1553.42
Order_No_25165,2287.62
Order_No_11181,1790.81
Order_No_19522,1379.82
Order_No_6242,1266.66
Order_No_16029,1361.49
Order_No_10140,968.86
Order_No_19028,1967.84
Order_No_25988,2710.55
Order_No_5306,983.0
Order_No_15537,1251.47
Order_No_7132,1727.85
Order_No_4515,2371.87
Order_No_22468,1389.42
Order_No_26150,2023.23
Order_No_8176,1240.74
Order_No_21218,1276.96
Order_No_12390,1508.26
Order_No_27507,1372.74
Order_No_4122,1207.69
Order_No_6798,2647.87
Order_No_26188,1467.99
Order_No_19274,1323.4
Order_No_25521,1411.95
Order_No_24949,1257.5
Order_No_16309,1720.79
Order_No_22873,629.91
Order_No_2095,2146.41
Order_No_9436,1033.42
Order_No_18053,2535.66
Order_No_1063,485.25
Order_No_3875,857.22
Order_No_2647,2057.59
Order_No_7628,1221.55
Order_No_20941,977.59
Order_No_22306,1036.82
Order_No_1563,1340.07
Order_No_17036,1193.07
Order_No_22179,1626.94
Order_No_2109,1251.23
Order_No_2777,2157.15
Order_No_9379,2497.27
Order_No_3866,1689.99
Order_No_20297,1134.68
Order_No_10280,1232.66
Order_No_6937,1189.48
Order_No_9335,1706.96
Order_No_614,1805.2
Order_No_16042,1984.48
Order_No_935,909.03
Order_No_8282,947.28
Order_No_8974,2082.65
Order_No_5904,1731.48
Order_No_12844,1985.67
Order_No_256,1177.19
Order_No_14050,1149.7
Order_No_4829,1195.37
Order_No_20977,2431.06
Order_No_19789,1164.56
Order_No_24015,1014.94
Order_No_23868,1868.94
Order_No_4842,748.28
Order_No_22210,1337.96
Order_No_23354,5127.28
Order_No_6577,1643.64
Order_No_12378,1969.5
Order_No_25530,1175.05
Order_No_24984,892.14
Order_No_12714,1294.9
Order_No_26084,1238.29
Order_No_23984,1832.15
Order_No_2036,1441.18
Order_No_6670,3000.91
Order_No_22080,1487.08
Order_No_15856,1000.61
Order_No_18926,717.29
Order_No_21966,1643.14
Order_No_4115,3205.04
Order_No_8474,2025.88
Order_No_17315,1273.34
Order_No_19890,1435.73
Order_No_23923,1238.73
Order_No_8126,3110.46
Order_No_17643,1881.5
Order_No_14091,1426.35
Order_No_11744,1346.3
Order_No_16828,1250.39
Order_No_21117,1054.22
Order_No_27658,1408.78
Order_No_9340,2183.31
Order_No_27096,1938.91
Order_No_1501,2431.68
Order_No_1457,1833.92
Order_No_22930,1321.47
Order_No_8646,923.65
Order_No_9511,1372.12
Order_No_26094,1101.12
Order_No_7002,1395.58
Order_No_15749,1283.58
Order_No_2644,2255.59
Order_No_18704,1566.89
Order_No_10368,1910.37
Order_No_3453,1018.77
Order_No_27734,648.0
Order_No_24946,919.22
Order_No_27772,2111.38
Order_No_11578,1100.62
Order_No_12446,1459.19
Order_No_2705,1295.04
Order_No_7376,890.2
Order_No_1066,1678.59
Order_No_3756,1242.81
Order_No_2753,1884.25
Order_No_16430,2629.17
Order_No_10795,1262.64
Order_No_19401,2084.69
Order_No_4572,1426.67
Order_No_2411,1271.61
Order_No_9352,1944.51
Order_No_21900,1306.12
Order_No_24512,1661.0
Order_No_25323,2109.99
Order_No_14387,1037.41
Order_No_18508,1155.46
Order_No_20206,2383.7
Order_No_18088,2061.52
Order_No_7280,2438.97
Order_No_23298,1396.01
Order_No_3003,741.4
Order_No_26178,612.54
Order_No_6280,947.77
Order_No_6436,1974.04
Order_No_21055,1167.1
Order_No_24393,1254.82
Order_No_13353,1325.93
Order_No_6887,1350.46
Order_No_25408,1422.73
Order_No_27884,1211.16
Order_No_19519,1989.71
Order_No_3290,933.09
Order_No_23436,1419.63
Order_No_18966,773.22
Order_No_829,2143.2
Order_No_1880,1584.33
Order_No_23337,1725.68
Order_No_7576,1485.47
Order_No_8810,2868.8
Order_No_15795,2270.89
Order_No_19469,1157.46
Order_No_2487,2034.06
Order_No_17502,1834.09
Order_No_17132,1877.92
Order_No_21254,3614.64
Order_No_10442,2066.85
Order_No_10312,854.56
Order_No_27410,896.89
Order_No_11326,1265.32
Order_No_12760,2684.56
Order_No_6499,1360.66
Order_No_12145,1961.07
Order_No_4070,1574.13
Order_No_21361,3490.44
Order_No_19555,1183.95
Order_No_7370,1115.63
Order_No_27330,1749.57
Order_No_6142,1428.16
Order_No_14565,1648.99
Order_No_26825,2095.39
Order_No_1174,917.84
Order_No_13671,1170.74
Order_No_19314,1373.7
Order_No_16314,1191.58
Order_No_6211,1493.2
Order_No_12870,2129.03
Order_No_27248,1051.59
Order_No_4654,1222.37
Order_No_15448,2054.99
Order_No_13690,1550.04
Order_No_23109,870.07
Order_No_27343,2359.25
Order_No_19496,2348.71
Order_No_18710,1430.01
Order_No_6986,1724.46
Order_No_16459,1312.44
Order_No_28208,680.24
Order_No_16564,1260.6
Order_No_23282,933.12
Order_No_8309,1474.67
Order_No_16616,979.76
Order_No_21391,1614.03
Order_No_28223,1675.82
Order_No_10533,1322.4
Order_No_9456,1176.43
Order_No_2221,2553.09
Order_No_25138,2268.12
Order_No_18298,811.33
Order_No_9510,987.24
Order_No_2485,2707.59
Order_No_27327,647.32
Order_No_18819,1094.88
Order_No_2028,1902.59
Order_No_6571,2479.61
Order_No_28006,2452.36
Order_No_24967,1269.06
Order_No_1444,2446.78
Order_No_20501,2324.91
Order_No_15671,1689.85
Order_No_1033,773.8
Order_No_2136,1203.5
Order_No_1601,1324.66
Order_No_3174,3269.05
Order_No_23725,1670.69
Order_No_20705,1084.89
Order_No_8881,3408.98
Order_No_23904,1262.19
Order_No_4742,1115.68
Order_No_10182,1203.78
Order_No_20877,1108.28
Order_No_20107,1271.87
Order_No_25174,767.14
Order_No_992,1170.47
Order_No_25564,1074.09
Order_No_13620,1279.35
Order_No_25209,2456.83
Order_No_7631,947.44
Order_No_6886,1270.79
Order_No_2227,562.3
Order_No_9777,1346.2
Order_No_5450,2166.01
Order_No_26499,1898.62
Order_No_15936,849.33
Order_No_8849,1903.5
Order_No_11169,2392.22
Order_No_4819,1110.57
Order_No_18974,2630.76
Order_No_5098,1572.39
Order_No_27586,1793.8
Order_No_15052,1159.14
Order_No_3052,757.37
Order_No_11165,1711.9
Order_No_5241,2011.0
Order_No_3395,2630.59
Order_No_22174,1597.22
Order_No_12260,2937.59
Order_No_18668,1147.16
Order_No_27246,1539.55
Order_No_15071,1240.07
Order_No_22211,1587.62
Order_No_26363,1174.81
Order_No_5779,2276.51
Order_No_13413,1429.13
Order_No_12810,1637.37
Order_No_26119,1533.17
Order_No_13151,1519.77
Order_No_10631,1097.28
Order_No_3649,1985.17
Order_No_14329,1416.12
Order_No_2248,999.02
Order_No_15215,1181.93
Order_No_10649,1811.72
Order_No_12531,1598.29
Order_No_20424,1416.67
Order_No_25851,986.21
Order_No_1657,2061.95
Order_No_9925,998.58
Order_No_7860,3090.36
Order_No_15403,1119.02
Order_No_8544,1147.2
Order_No_18308,1503.26
Order_No_23126,555.03
Order_No_26875,1144.17
Order_No_11533,903.36
Order_No_8815,915.89
Order_No_24322,796.96
Order_No_20793,1530.1
Order_No_3402,2295.15
Order_No_18786,1894.48
Order_No_17095,979.35
Order_No_16441,2213.32
Order_No_22795,1835.6
Order_No_19926,1286.46
Order_No_9111,1394.27
Order_No_27945,2519.08
Order_No_5614,1485.78
Order_No_15547,908.51
Order_No_25790,2153.84
Order_No_20766,743.76
Order_No_20374,2387.79
Order_No_18385,1058.97
Order_No_18143,1838.18
Order_No_4835,1692.3
Order_No_21379,2363.01
Order_No_5444,2983.09
Order_No_3401,1376.17
Order_No_6604,2523.11
Order_No_6496,971.5
Order_No_213,1885.37
Order_No_10714,2078.78
Order_No_7152,930.07
Order_No_82,1455.08
Order_No_1790,620.08
Order_No_13605,3588.22
Order_No_26575,2680.42
Order_No_27651,1767.94
Order_No_3745,1762.67
Order_No_25540,1211.05
Order_No_22822,1183.15
Order_No_2919,793.96
Order_No_27152,1528.15
Order_No_17411,1900.07
Order_No_23888,1098.1
Order_No_19412,1347.4
Order_No_16996,1435.6
Order_No_18132,928.87
Order_No_8127,1296.98
Order_No_7491,1480.01
Order_No_11113,921.32
Order_No_23426,2049.16
Order_No_27153,1868.2
Order_No_5242,2824.77
Order_No_8602,2348.84
Order_No_9363,900.04
Order_No_13981,1049.14
Order_No_6513,1070.6
Order_No_1027,989.07
