Order No,Time from Pickup to Arrival
Order_No_12253,1326.92
Order_No_12165,1013.64
Order_No_13898,1171.08
Order_No_11610,1742.24
Order_No_24236,1531.17
Order_No_25686,912.27
Order_No_14275,1262.92
Order_No_13650,1067.47
Order_No_13988,682.33
Order_No_19222,1269.66
Order_No_8101,1648.25
Order_No_16333,2174.47
Order_No_20627,1498.33
Order_No_12632,2140.43
Order_No_21619,1991.37
Order_No_3357,1366.29
Order_No_12786,1566.07
Order_No_8308,1100.89
Order_No_22219,1300.49
Order_No_425,200.89
Order_No_26354,1233.93
Order_No_896,1153.08
Order_No_11186,931.24
Order_No_14327,1765.1
Order_No_437,1313.64
Order_No_1589,1552.7
Order_No_2123,1541.12
Order_No_19098,1962.85
Order_No_23303,1372.14
Order_No_27684,995.57
Order_No_14934,1370.42
Order_No_8441,2221.44
Order_No_21179,796.97
Order_No_8065,1307.43
Order_No_468,1533.0
Order_No_5643,2432.76
Order_No_6875,1123.13
Order_No_7690,729.25
Order_No_15253,1564.95
Order_No_26158,1181.28
Order_No_7184,1663.56
Order_No_7739,1476.66
Order_No_18512,1367.28
Order_No_4411,1363.88
Order_No_11947,1558.32
Order_No_1417,831.99
Order_No_17665,2213.93
Order_No_19285,1241.13
Order_No_26308,1231.0
Order_No_3346,2531.12
Order_No_4984,1817.59
Order_No_3973,1684.67
Order_No_14674,1630.53
Order_No_2824,1550.18
Order_No_12313,1453.47
Order_No_18473,1107.39
Order_No_25161,1789.6
Order_No_2575,2701.76
Order_No_16388,1098.47
Order_No_22068,1660.74
Order_No_9208,1450.64
Order_No_22990,2406.26
Order_No_27988,2203.07
Order_No_19215,1165.81
Order_No_23724,1885.99
Order_No_23391,1822.53
Order_No_19100,2693.45
Order_No_24122,2114.6
Order_No_25785,1349.47
Order_No_1863,2019.97
Order_No_26690,3429.33
Order_No_3189,2137.83
Order_No_13585,1195.08
Order_No_27736,1283.25
Order_No_20985,1272.06
Order_No_14650,1010.12
Order_No_21115,724.62
Order_No_27557,2268.58
Order_No_21906,1459.67
Order_No_22384,1845.66
Order_No_21003,1512.85
Order_No_14464,1070.56
Order_No_23829,1845.82
Order_No_20218,1403.4
Order_No_21009,2722.63
Order_No_12703,1459.84
Order_No_11229,1904.97
Order_No_13987,907.09
Order_No_9712,1225.27
Order_No_15445,1715.72
Order_No_9357,2876.91
Order_No_6641,1183.0
Order_No_9329,1078.56
Order_No_24367,1899.34
Order_No_15988,3657.87
Order_No_21290,670.19
Order_No_7323,1293.6
Order_No_2471,1988.04
Order_No_5882,792.55
Order_No_10957,990.21
Order_No_17248,2093.33
Order_No_4755,1259.17
Order_No_19623,1549.08
Order_No_9938,1009.33
Order_No_26495,1656.86
Order_No_20975,1146.5
Order_No_14295,1188.06
Order_No_20580,1221.38
Order_No_22794,1014.13
Order_No_18333,1008.69
Order_No_17846,3456.07
Order_No_16257,1277.35
Order_No_1443,1308.49
Order_No_11399,2453.44
Order_No_9556,2346.74
Order_No_12193,2129.83
Order_No_19480,2277.5
Order_No_4977,1505.0
Order_No_14586,1267.38
Order_No_2467,1591.71
Order_No_20524,1173.09
Order_No_21678,759.34
Order_No_9087,1931.73
Order_No_296,1103.02
Order_No_2921,834.34
Order_No_8321,1094.44
Order_No_15014,1149.06
Order_No_25269,1523.77
Order_No_23934,1862.62
Order_No_22632,1750.23
Order_No_11188,2741.18
Order_No_16625,1259.74
Order_No_18759,2194.11
Order_No_11601,2366.52
Order_No_5374,2410.83
Order_No_23793,946.29
Order_No_3220,2791.28
Order_No_13735,1051.52
Order_No_20650,1355.89
Order_No_11935,2178.9
Order_No_18160,2198.04
Order_No_28005,1654.38
Order_No_17016,1241.74
Order_No_1366,1872.62
Order_No_14378,912.3
Order_No_22021,1754.09
Order_No_18105,1756.31
Order_No_15108,1180.4
Order_No_21570,2322.0
Order_No_8701,1413.89
Order_No_14006,1194.28
Order_No_9266,2081.24
Order_No_9731,1564.0
Order_No_1450,892.28
Order_No_15899,1058.03
Order_No_13058,2051.17
Order_No_49,1837.66
Order_No_24843,1265.79
Order_No_10691,1725.62
Order_No_24401,2931.93
Order_No_9570,1135.66
Order_No_4511,1345.15
Order_No_15911,2034.54
Order_No_17096,1680.4
Order_No_13729,2073.92
Order_No_22076,1261.67
Order_No_13489,1209.55
Order_No_15868,1401.76
Order_No_21770,1127.84
Order_No_12416,1818.64
Order_No_9183,1543.56
Order_No_2002,1777.41
Order_No_27547,1491.55
Order_No_24709,1365.47
Order_No_10104,1856.45
Order_No_6973,1040.58
Order_No_12058,1610.25
Order_No_19895,1267.13
Order_No_24466,1104.85
Order_No_18247,1576.22
Order_No_26025,1591.02
Order_No_24171,1255.54
Order_No_3264,3064.35
Order_No_19825,1187.53
Order_No_5111,1291.19
Order_No_5595,1748.05
Order_No_24374,1696.06
Order_No_11745,2056.38
Order_No_5678,3004.68
Order_No_12683,1660.53
Order_No_19910,1923.17
Order_No_15837,1801.9
Order_No_17893,2424.49
Order_No_20919,1495.72
Order_No_15411,1290.1
Order_No_2192,1019.4
Order_No_15246,779.93
Order_No_25189,2020.22
Order_No_20372,2588.99
Order_No_25134,473.55
Order_No_19460,1557.62
Order_No_15260,2060.05
Order_No_13191,2117.2
Order_No_9671,754.68
Order_No_5803,1557.15
Order_No_26244,918.32
Order_No_16887,1087.79
Order_No_25769,2073.18
Order_No_21533,2253.07
Order_No_7294,1365.65
Order_No_2241,849.19
Order_No_19883,1040.32
Order_No_9893,1149.4
Order_No_12495,1963.28
Order_No_9828,1657.59
Order_No_26757,1452.2
Order_No_1295,1646.99
Order_No_7930,1781.75
Order_No_4241,856.1
Order_No_19099,1508.01
Order_No_22896,1465.56
Order_No_14764,1844.52
Order_No_16910,851.03
Order_No_13303,884.38
Order_No_838,1282.69
Order_No_2355,1539.84
Order_No_11381,2661.03
Order_No_1594,1872.25
Order_No_9471,1428.2
Order_No_16504,2162.35
Order_No_16163,1426.07
Order_No_18539,1903.85
Order_No_6286,1871.05
Order_No_6122,1372.56
Order_No_20015,1312.75
Order_No_6667,2399.2
Order_No_17865,1502.52
Order_No_18818,1900.01
Order_No_27112,949.12
Order_No_26169,1065.27
Order_No_9614,2045.6
Order_No_14010,810.3
Order_No_3206,2558.83
Order_No_1843,1013.54
Order_No_2265,1084.7
Order_No_18179,1584.95
Order_No_24589,1453.7
Order_No_21840,1218.18
Order_No_13179,981.95
Order_No_8793,1290.73
Order_No_23698,1635.32
Order_No_11305,1533.04
Order_No_22266,1153.35
Order_No_3386,2021.76
Order_No_21656,1208.22
Order_No_24447,1403.27
Order_No_14736,2169.03
Order_No_2769,1693.36
Order_No_26286,2623.82
Order_No_23425,1069.66
Order_No_2307,1051.23
Order_No_15847,1876.98
Order_No_341,1705.8
Order_No_20121,1063.62
Order_No_23115,1935.62
Order_No_1019,2430.32
Order_No_9797,1772.64
Order_No_23687,1879.45
Order_No_7898,1677.67
Order_No_27930,1985.67
Order_No_22101,1620.31
Order_No_7143,1911.1
Order_No_25550,1978.76
Order_No_2430,1442.71
Order_No_9259,1437.08
Order_No_25775,797.85
Order_No_27000,2545.36
Order_No_3562,1298.4
Order_No_3834,2252.79
Order_No_28050,895.57
Order_No_4564,1272.06
Order_No_18590,1565.36
Order_No_12094,1973.64
Order_No_22260,1491.49
Order_No_1152,988.53
Order_No_22288,1655.59
Order_No_22638,1451.0
Order_No_16583,1886.07
Order_No_3876,2942.57
Order_No_14541,1809.92
Order_No_23704,2647.8
Order_No_27696,1437.8
Order_No_4087,2451.65
Order_No_13266,1985.56
Order_No_22646,2411.11
Order_No_11943,2314.34
Order_No_6739,1271.64
Order_No_2336,1385.48
Order_No_17722,912.81
Order_No_7499,1113.57
Order_No_20228,1717.16
Order_No_7655,1755.31
Order_No_21241,1354.45
Order_No_19340,1092.43
Order_No_24601,1123.41
Order_No_8349,1211.38
Order_No_11639,1492.31
Order_No_15751,1696.31
Order_No_19087,1113.57
Order_No_15822,842.57
Order_No_21382,1660.28
Order_No_18697,2584.66
Order_No_16484,1404.61
Order_No_19889,1576.74
Order_No_15114,1734.9
Order_No_13952,1316.0
Order_No_9615,1327.53
Order_No_16596,2894.41
Order_No_9572,2748.03
Order_No_18077,1492.4
Order_No_27741,889.32
Order_No_25342,2363.23
Order_No_26752,748.97
Order_No_14659,839.36
Order_No_27204,975.49
Order_No_27632,1912.11
Order_No_21355,945.86
Order_No_26489,2265.72
Order_No_14032,837.74
Order_No_26949,2264.46
Order_No_3013,880.94
Order_No_12648,1547.63
Order_No_2952,1487.65
Order_No_16664,1204.61
Order_No_27657,1204.27
Order_No_10839,1457.91
Order_No_6320,2142.42
Order_No_11605,558.72
Order_No_15775,1698.75
Order_No_5252,1047.02
Order_No_19011,1896.05
Order_No_10683,1078.69
Order_No_15767,1422.58
Order_No_10125,1153.04
Order_No_1780,2557.31
Order_No_1395,1392.44
Order_No_3415,2062.91
Order_No_5263,923.14
Order_No_6191,2783.32
Order_No_6537,923.72
Order_No_18416,1493.05
Order_No_28250,1342.54
Order_No_20308,1413.78
Order_No_4365,1467.45
Order_No_17564,861.36
Order_No_16245,1504.48
Order_No_28161,864.26
Order_No_17127,776.66
Order_No_8465,1890.4
Order_No_8855,1303.68
Order_No_3197,2135.05
Order_No_10926,1077.23
Order_No_19899,1584.17
Order_No_14875,1558.99
Order_No_24283,1286.73
Order_No_12504,2283.03
Order_No_6490,1529.63
Order_No_23124,1056.79
Order_No_24948,2280.04
Order_No_557,1552.67
Order_No_4008,3366.99
Order_No_26050,1855.73
Order_No_18010,1561.89
Order_No_22588,1156.87
Order_No_13686,2446.96
Order_No_15863,811.93
Order_No_23841,836.61
Order_No_24356,1299.1
Order_No_17892,3738.28
Order_No_5074,2336.35
Order_No_4254,2027.87
Order_No_27863,402.3
Order_No_23195,2407.73
Order_No_19275,1222.25
Order_No_8677,1594.46
Order_No_11312,1179.7
Order_No_3768,930.4
Order_No_4518,1276.76
Order_No_8788,1356.14
Order_No_6651,1207.36
Order_No_10199,1293.1
Order_No_12643,2842.24
Order_No_11349,1304.9
Order_No_7475,1020.7
Order_No_21786,1572.18
Order_No_22526,1372.63
Order_No_5858,1235.68
Order_No_21843,1162.4
Order_No_19003,1233.0
Order_No_11428,2628.11
Order_No_9790,1498.21
Order_No_5958,1241.76
Order_No_1584,2312.13
Order_No_87,846.18
Order_No_17640,881.97
Order_No_13646,1679.65
Order_No_23963,724.96
Order_No_15060,1118.16
Order_No_3406,959.25
Order_No_27259,2170.08
Order_No_15897,836.81
Order_No_14016,1484.16
Order_No_8539,2564.08
Order_No_9036,2123.06
Order_No_13316,1395.51
Order_No_26379,1295.98
Order_No_24334,1486.37
Order_No_9210,1123.72
Order_No_9930,1753.7
Order_No_7220,1633.24
Order_No_5576,1145.43
Order_No_39,1711.1
Order_No_6465,751.61
Order_No_6429,1057.82
Order_No_19439,1278.37
Order_No_7683,1383.32
Order_No_5723,937.31
Order_No_1536,685.1
Order_No_5526,2030.5
Order_No_4095,905.54
Order_No_6575,1452.39
Order_No_20185,993.23
Order_No_7939,972.03
Order_No_19197,1033.97
Order_No_24755,1499.24
Order_No_8648,1327.49
Order_No_12190,2533.42
Order_No_13630,1315.15
Order_No_12549,1367.78
Order_No_19540,923.97
Order_No_25376,1513.36
Order_No_19723,1102.62
Order_No_15760,2178.12
Order_No_2792,838.98
Order_No_16686,733.94
Order_No_16251,1541.67
Order_No_10240,1524.28
Order_No_14598,1492.61
Order_No_27411,1322.61
Order_No_10243,1377.6
Order_No_769,633.09
Order_No_923,1285.71
Order_No_7565,906.04
Order_No_4850,1315.31
Order_No_5438,1301.77
Order_No_15858,2142.56
Order_No_27699,1580.35
Order_No_21586,3395.17
Order_No_20598,1807.6
Order_No_677,1094.06
Order_No_14213,1459.43
Order_No_11397,1088.99
Order_No_13490,1818.4
Order_No_26563,1390.96
Order_No_28091,1004.85
Order_No_282,1846.96
Order_No_13240,1970.22
Order_No_11454,1681.5
Order_No_18973,1609.54
Order_No_14912,1483.96
Order_No_8624,278.99
Order_No_26874,1712.64
Order_No_21486,1685.61
Order_No_6578,1346.12
Order_No_9873,1216.38
Order_No_13274,1946.78
Order_No_20741,1803.08
Order_No_20255,1338.91
Order_No_12310,1709.2
Order_No_5117,795.8
Order_No_18893,2236.21
Order_No_786,1385.54
Order_No_5745,2264.96
Order_No_5518,1774.48
Order_No_25758,1008.33
Order_No_15450,2206.67
Order_No_16462,1328.8
Order_No_23107,1338.22
Order_No_23679,1080.25
Order_No_13926,1938.79
Order_No_21677,1370.08
Order_No_3949,2162.29
Order_No_10169,1656.24
Order_No_5897,1927.35
Order_No_22325,1690.08
Order_No_11296,905.3
Order_No_16112,1385.53
Order_No_20966,1108.48
Order_No_15758,1043.14
Order_No_5343,1747.08
Order_No_20993,1763.32
Order_No_25191,1057.78
Order_No_9145,714.51
Order_No_24603,1758.28
Order_No_15630,923.78
Order_No_12216,1611.16
Order_No_12712,1782.12
Order_No_21576,1885.51
Order_No_23822,1403.33
Order_No_10675,992.7
Order_No_1294,2224.05
Order_No_14310,2115.26
Order_No_4032,1650.64
Order_No_7107,2663.28
Order_No_15309,1279.66
Order_No_24187,2106.28
Order_No_22812,1275.72
Order_No_605,1624.79
Order_No_4198,1739.28
Order_No_17273,3605.59
Order_No_27576,1872.59
Order_No_20612,1974.18
Order_No_17320,672.44
Order_No_23334,1839.03
Order_No_11611,1754.46
Order_No_4443,1351.09
Order_No_4514,606.24
Order_No_19828,3669.24
Order_No_6459,2479.28
Order_No_18483,2044.29
Order_No_4504,1624.5
Order_No_7814,2555.41
Order_No_14554,1439.83
Order_No_7916,1375.45
Order_No_22231,642.75
Order_No_23538,2000.16
Order_No_13962,833.54
Order_No_19650,1165.71
Order_No_26678,2443.86
Order_No_24273,2813.69
Order_No_4880,1512.09
Order_No_7791,1958.2
Order_No_15866,1253.9
Order_No_2059,1958.65
Order_No_5899,2042.52
Order_No_14636,1647.78
Order_No_7286,1332.2
Order_No_8398,1572.96
Order_No_10001,1084.42
Order_No_1324,1266.7
Order_No_6596,2072.7
Order_No_16904,1462.61
Order_No_5195,1352.56
Order_No_18430,2121.32
Order_No_5755,1615.36
Order_No_22502,909.03
Order_No_19956,2063.52
Order_No_9812,914.67
Order_No_21781,979.53
Order_No_19719,818.37
Order_No_1220,1327.89
Order_No_7770,1548.55
Order_No_20358,2680.37
Order_No_16267,980.4
Order_No_15725,1008.57
Order_No_14641,1898.82
Order_No_17654,865.01
Order_No_3571,1363.68
Order_No_16851,730.77
Order_No_22252,1024.61
Order_No_12892,823.36
Order_No_9029,1457.44
Order_No_23373,953.67
Order_No_21832,2136.25
Order_No_14121,1237.25
Order_No_6610,1220.4
Order_No_25857,1849.39
Order_No_3061,668.04
Order_No_27749,1263.98
Order_No_18092,1451.12
Order_No_25715,1557.68
Order_No_10350,1732.04
Order_No_8229,2429.93
Order_No_27857,1126.21
Order_No_21721,2388.63
Order_No_24121,1966.41
Order_No_20879,1267.84
Order_No_17356,1096.02
Order_No_13869,746.22
Order_No_17421,1910.11
Order_No_19906,1431.45
Order_No_12999,772.72
Order_No_14200,1358.81
Order_No_18895,1762.09
Order_No_14186,1194.47
Order_No_16825,1262.77
Order_No_19578,879.89
Order_No_22169,2554.17
Order_No_8928,2354.12
Order_No_22970,1364.24
Order_No_5504,3495.33
Order_No_19277,1536.35
Order_No_15396,1549.0
Order_No_18969,1945.43
Order_No_3980,1374.95
Order_No_17306,1313.5
Order_No_25747,1328.32
Order_No_2749,1046.25
Order_No_2453,1216.19
Order_No_8431,974.58
Order_No_24710,1580.28
Order_No_1013,1766.34
Order_No_25574,1758.71
Order_No_984,2153.49
Order_No_18289,2020.24
Order_No_12289,2340.76
Order_No_9789,1775.53
Order_No_22418,2260.53
Order_No_20762,1676.88
Order_No_8354,1197.82
Order_No_12910,1132.61
Order_No_21283,1039.74
Order_No_21032,2125.72
Order_No_10111,631.03
Order_No_16188,1528.35
Order_No_26761,1215.98
Order_No_25610,818.01
Order_No_20686,623.09
Order_No_22107,1340.68
Order_No_7580,2084.21
Order_No_16847,1518.17
Order_No_1449,1944.41
Order_No_10022,1323.55
Order_No_8689,989.66
Order_No_15490,1203.16
Order_No_20643,765.82
Order_No_23287,2312.55
Order_No_25576,832.04
Order_No_24590,1389.2
Order_No_2263,2115.3
Order_No_19336,2045.71
Order_No_18882,2071.11
Order_No_27766,2637.44
Order_No_7801,1512.63
Order_No_19428,1569.41
Order_No_23924,1312.42
Order_No_15375,4157.23
Order_No_17196,1164.83
Order_No_19442,1017.06
Order_No_8680,1708.49
Order_No_9759,939.94
Order_No_16868,1572.74
Order_No_11783,1930.55
Order_No_5970,1529.98
Order_No_7186,1291.1
Order_No_9644,2512.77
Order_No_27646,1034.76
Order_No_23592,1144.87
Order_No_3984,1245.81
Order_No_27071,1600.22
Order_No_5488,1830.21
Order_No_25210,877.91
Order_No_23985,1719.15
Order_No_18009,1122.67
Order_No_25282,948.02
Order_No_2029,2502.37
Order_No_17703,1057.95
Order_No_22539,1141.81
Order_No_16883,3110.82
Order_No_17083,2301.3
Order_No_10193,809.25
Order_No_25629,2714.89
Order_No_784,820.76
Order_No_13429,1309.7
Order_No_3427,1437.67
Order_No_21473,1502.73
Order_No_1162,1921.19
Order_No_604,1659.16
Order_No_11781,1513.61
Order_No_14298,1367.39
Order_No_9695,1362.23
Order_No_6582,1406.64
Order_No_25726,1169.67
Order_No_11901,1356.44
Order_No_27638,1332.36
Order_No_3773,1770.43
Order_No_16833,1259.8
Order_No_15992,769.12
Order_No_25710,1226.22
Order_No_27634,1933.26
Order_No_1867,1647.34
Order_No_11273,1372.87
Order_No_25598,1509.52
Order_No_10946,2186.62
Order_No_804,1465.53
Order_No_23033,1475.86
Order_No_8896,1022.82
Order_No_4580,1999.03
Order_No_127,2144.88
Order_No_13178,1962.73
Order_No_15234,1285.9
Order_No_8813,914.23
Order_No_20137,925.92
Order_No_6985,1615.32
Order_No_12502,1752.88
Order_No_319,2001.32
Order_No_28068,2302.58
Order_No_12463,1416.55
Order_No_19344,1461.86
Order_No_19624,2442.18
Order_No_23577,1072.38
Order_No_21017,2057.7
Order_No_11014,1440.8
Order_No_26841,1187.27
Order_No_18107,1145.14
Order_No_9527,987.8
Order_No_15093,2013.92
Order_No_24254,1212.46
Order_No_1434,1283.78
Order_No_7131,2270.99
Order_No_5297,849.31
Order_No_13640,1601.26
Order_No_11893,2429.3
Order_No_22940,1209.01
Order_No_26272,1318.42
Order_No_9408,1229.0
Order_No_15094,1608.65
Order_No_9956,2801.57
Order_No_21383,1403.21
Order_No_19182,1733.86
Order_No_16683,2755.49
Order_No_16381,1259.16
Order_No_16445,2396.06
Order_No_6257,1244.85
Order_No_23651,1291.83
Order_No_13317,1528.78
Order_No_20291,1408.17
Order_No_22958,1236.1
Order_No_14227,1853.47
Order_No_11052,2599.63
Order_No_4685,1125.35
Order_No_7783,1875.97
Order_No_14157,2700.17
Order_No_21015,1180.74
Order_No_2556,1019.18
Order_No_14255,1465.82
Order_No_22151,2575.42
Order_No_10327,1836.24
Order_No_10546,843.64
Order_No_24729,2291.09
Order_No_9010,1027.46
Order_No_1964,1421.98
Order_No_24782,1344.61
Order_No_2574,1830.07
Order_No_21982,1099.89
Order_No_2550,3655.84
Order_No_17017,2194.54
Order_No_15755,1061.82
Order_No_19444,1017.39
Order_No_3554,1930.83
Order_No_3943,825.87
Order_No_26262,1165.98
Order_No_25343,2021.23
Order_No_8346,838.7
Order_No_7348,1441.15
Order_No_16703,1554.59
Order_No_25165,2285.15
Order_No_11181,1790.51
Order_No_19522,1371.62
Order_No_6242,1264.92
Order_No_16029,1361.27
Order_No_10140,970.04
Order_No_19028,1970.92
Order_No_25988,2699.26
Order_No_5306,977.87
Order_No_15537,1256.37
Order_No_7132,1718.82
Order_No_4515,2369.18
Order_No_22468,1384.75
Order_No_26150,2029.48
Order_No_8176,1253.65
Order_No_21218,1285.27
Order_No_12390,1512.92
Order_No_27507,1379.03
Order_No_4122,1211.02
Order_No_6798,2634.77
Order_No_26188,1470.06
Order_No_19274,1321.08
Order_No_25521,1414.29
Order_No_24949,1271.34
Order_No_16309,1722.99
Order_No_22873,638.24
Order_No_2095,2145.58
Order_No_9436,1036.59
Order_No_18053,2525.08
Order_No_1063,490.06
Order_No_3875,862.8
Order_No_2647,2061.95
Order_No_7628,1229.17
Order_No_20941,979.58
Order_No_22306,1033.08
Order_No_1563,1340.92
Order_No_17036,1191.36
Order_No_22179,1635.15
Order_No_2109,1248.97
Order_No_2777,2159.3
Order_No_9379,2494.14
Order_No_3866,1682.78
Order_No_20297,1132.41
Order_No_10280,1223.5
Order_No_6937,1185.37
Order_No_9335,1705.44
Order_No_614,1813.51
Order_No_16042,1987.67
Order_No_935,912.97
Order_No_8282,944.24
Order_No_8974,2048.9
Order_No_5904,1722.1
Order_No_12844,1982.17
Order_No_256,1172.92
Order_No_14050,1151.39
Order_No_4829,1193.7
Order_No_20977,2430.67
Order_No_19789,1165.2
Order_No_24015,1019.34
Order_No_23868,1862.46
Order_No_4842,730.13
Order_No_22210,1336.62
Order_No_23354,5129.86
Order_No_6577,1638.57
Order_No_12378,1974.61
Order_No_25530,1172.4
Order_No_24984,889.03
Order_No_12714,1299.38
Order_No_26084,1240.9
Order_No_23984,1827.69
Order_No_2036,1442.13
Order_No_6670,3004.83
Order_No_22080,1507.84
Order_No_15856,1002.19
Order_No_18926,720.69
Order_No_21966,1640.18
Order_No_4115,3195.71
Order_No_8474,2025.93
Order_No_17315,1276.66
Order_No_19890,1446.89
Order_No_23923,1250.34
Order_No_8126,3112.74
Order_No_17643,1866.52
Order_No_14091,1427.41
Order_No_11744,1343.41
Order_No_16828,1248.3
Order_No_21117,1068.48
Order_No_27658,1406.32
Order_No_9340,2190.47
Order_No_27096,1925.96
Order_No_1501,2430.16
Order_No_1457,1839.85
Order_No_22930,1323.39
Order_No_8646,922.44
Order_No_9511,1376.86
Order_No_26094,1105.28
Order_No_7002,1394.82
Order_No_15749,1279.93
Order_No_2644,2244.26
Order_No_18704,1569.52
Order_No_10368,1908.41
Order_No_3453,1019.84
Order_No_27734,648.67
Order_No_24946,917.55
Order_No_27772,2106.3
Order_No_11578,1104.16
Order_No_12446,1449.59
Order_No_2705,1285.51
Order_No_7376,890.52
Order_No_1066,1681.0
Order_No_3756,1242.99
Order_No_2753,1884.97
Order_No_16430,2631.47
Order_No_10795,1255.42
Order_No_19401,2087.88
Order_No_4572,1427.08
Order_No_2411,1274.07
Order_No_9352,1948.27
Order_No_21900,1306.66
Order_No_24512,1659.91
Order_No_25323,2108.96
Order_No_14387,1037.01
Order_No_18508,1159.22
Order_No_20206,2387.04
Order_No_18088,2055.77
Order_No_7280,2436.98
Order_No_23298,1388.56
Order_No_3003,742.94
Order_No_26178,615.59
Order_No_6280,951.94
Order_No_6436,1967.64
Order_No_21055,1169.66
Order_No_24393,1247.39
Order_No_13353,1327.15
Order_No_6887,1345.24
Order_No_25408,1425.55
Order_No_27884,1215.44
Order_No_19519,1977.53
Order_No_3290,933.18
Order_No_23436,1426.44
Order_No_18966,775.21
Order_No_829,2145.96
Order_No_1880,1580.06
Order_No_23337,1727.27
Order_No_7576,1479.98
Order_No_8810,2862.54
Order_No_15795,2260.69
Order_No_19469,1155.15
Order_No_2487,2034.67
Order_No_17502,1844.4
Order_No_17132,1882.32
Order_No_21254,3613.61
Order_No_10442,2051.97
Order_No_10312,863.15
Order_No_27410,898.12
Order_No_11326,1270.47
Order_No_12760,2676.23
Order_No_6499,1355.64
Order_No_12145,1948.33
Order_No_4070,1570.71
Order_No_21361,3488.05
Order_No_19555,1179.04
Order_No_7370,1120.8
Order_No_27330,1752.61
Order_No_6142,1429.98
Order_No_14565,1648.28
Order_No_26825,2098.16
Order_No_1174,914.79
Order_No_13671,1172.3
Order_No_19314,1376.01
Order_No_16314,1188.01
Order_No_6211,1495.19
Order_No_12870,2136.93
Order_No_27248,1048.39
Order_No_4654,1227.43
Order_No_15448,2063.07
Order_No_13690,1552.83
Order_No_23109,868.94
Order_No_27343,2352.9
Order_No_19496,2350.01
Order_No_18710,1438.61
Order_No_6986,1723.7
Order_No_16459,1315.82
Order_No_28208,686.45
Order_No_16564,1259.19
Order_No_23282,932.35
Order_No_8309,1477.28
Order_No_16616,978.95
Order_No_21391,1613.69
Order_No_28223,1675.67
Order_No_10533,1325.19
Order_No_9456,1181.44
Order_No_2221,2554.23
Order_No_25138,2268.64
Order_No_18298,821.22
Order_No_9510,991.39
Order_No_2485,2712.11
Order_No_27327,656.69
Order_No_18819,1091.6
Order_No_2028,1890.27
Order_No_6571,2478.82
Order_No_28006,2453.82
Order_No_24967,1262.94
Order_No_1444,2446.41
Order_No_20501,2324.6
Order_No_15671,1691.23
Order_No_1033,776.6
Order_No_2136,1196.88
Order_No_1601,1322.08
Order_No_3174,3268.83
Order_No_23725,1668.01
Order_No_20705,1080.93
Order_No_8881,3413.16
Order_No_23904,1268.36
Order_No_4742,1119.57
Order_No_10182,1206.71
Order_No_20877,1107.94
Order_No_20107,1273.32
Order_No_25174,769.25
Order_No_992,1176.37
Order_No_25564,1074.1
Order_No_13620,1266.64
Order_No_25209,2465.47
Order_No_7631,933.11
Order_No_6886,1270.7
Order_No_2227,554.24
Order_No_9777,1344.07
Order_No_5450,2169.57
Order_No_26499,1884.96
Order_No_15936,850.3
Order_No_8849,1909.82
Order_No_11169,2396.92
Order_No_4819,1103.49
Order_No_18974,2630.4
Order_No_5098,1569.88
Order_No_27586,1789.17
Order_No_15052,1156.26
Order_No_3052,757.5
Order_No_11165,1724.24
Order_No_5241,2026.8
Order_No_3395,2632.94
Order_No_22174,1601.35
Order_No_12260,2936.55
Order_No_18668,1149.78
Order_No_27246,1536.85
Order_No_15071,1233.87
Order_No_22211,1585.59
Order_No_26363,1173.95
Order_No_5779,2277.34
Order_No_13413,1427.43
Order_No_12810,1626.95
Order_No_26119,1536.41
Order_No_13151,1521.76
Order_No_10631,1096.96
Order_No_3649,1979.66
Order_No_14329,1414.53
Order_No_2248,999.07
Order_No_15215,1179.19
Order_No_10649,1810.42
Order_No_12531,1597.65
Order_No_20424,1402.56
Order_No_25851,992.35
Order_No_1657,2062.14
Order_No_9925,997.48
Order_No_7860,3097.57
Order_No_15403,1123.57
Order_No_8544,1140.8
Order_No_18308,1496.66
Order_No_23126,558.14
Order_No_26875,1140.55
Order_No_11533,911.52
Order_No_8815,912.36
Order_No_24322,798.61
Order_No_20793,1533.96
Order_No_3402,2292.76
Order_No_18786,1885.63
Order_No_17095,984.77
Order_No_16441,2214.03
Order_No_22795,1824.85
Order_No_19926,1277.7
Order_No_9111,1395.49
Order_No_27945,2518.52
Order_No_5614,1484.53
Order_No_15547,909.89
Order_No_25790,2151.49
Order_No_20766,745.7
Order_No_20374,2383.08
Order_No_18385,1062.75
Order_No_18143,1840.46
Order_No_4835,1690.88
Order_No_21379,2362.17
Order_No_5444,2990.79
Order_No_3401,1378.94
Order_No_6604,2526.24
Order_No_6496,970.06
Order_No_213,1882.62
Order_No_10714,2072.65
Order_No_7152,929.81
Order_No_82,1448.06
Order_No_1790,627.36
Order_No_13605,3593.21
Order_No_26575,2680.33
Order_No_27651,1783.2
Order_No_3745,1764.86
Order_No_25540,1214.8
Order_No_22822,1182.09
Order_No_2919,791.02
Order_No_27152,1527.11
Order_No_17411,1897.66
Order_No_23888,1101.91
Order_No_19412,1336.9
Order_No_16996,1435.4
Order_No_18132,926.64
Order_No_8127,1297.61
Order_No_7491,1468.06
Order_No_11113,919.68
Order_No_23426,2047.47
Order_No_27153,1867.55
Order_No_5242,2814.98
Order_No_8602,2341.63
Order_No_9363,912.5
Order_No_13981,1051.87
Order_No_6513,1067.17
Order_No_1027,991.68
